loc,locj,phi,trise,NAR,active_trimer,S2c,S2n,pS2c,pS2n,S4c,S4n,pS22c,pS22n,pS24c,pS24n,pS224c,pS224n
9,54,0.750544127028494,4774.001850277,0.0030667005100437,2.78735537811483,13.8863514891428,10.769387919964,0.863270202399492,2.11225452837361,42.0029810075773,40.0470638905442,0.0747771371710528,0.562543090799291,4.49477649099374,10.3110385965875,0.356784793420476,2.78735537811483
26,54,0.0429298693517567,3188.36597056811,5.75788997967329e-05,74.3360072635597,226.73206969297,175.839247417864,48.2589665704941,34.4882395444268,0.0970635749455776,4.14816990244844,284.871151838691,146.140511446548,0.614630370817158,17.5083633326394,3.29576191236972,74.3360072635597
28,54,0.00183750403032533,933.467007593601,2.19037135002066e-06,92.2028229047865,1202.72141902638,932.755695582758,246.825653765126,182.946086253983,0.00370929675816504,0.183403225668148,7460.48444771479,4103.4761558262,0.114819319199365,4.10991313782062,3.38532982156859,92.2028229047865
39,54,0.7845787473916,3430.17020712906,0.00190264194841636,0.00343642077109943,17.6057620043949,13.65393059806,5.86292015798424,2.67801437847832,0.0023977494518741,0.0287987756686314,4.17846035831908,0.911225756518761,0.00166656199134849,0.00955867615271053,0.00095128339486298,0.00343642077109943
33,55,0.526204718188027,6456.19469061586,0.00139230173941063,3.02073147586614,9.21471096862711,7.14641909363643,0.580429577314916,1.40169797256327,105.531623356385,97.7213494384558,0.0308442310006949,0.251027164107124,7.61790953705995,16.6672457374744,0.383190676911075,3.02073147586614
21,55,0.678895625390064,5589.55466162338,0.00435028981806357,0.00243341338603557,0.283856325857258,0.220143237426612,0.0637337114229531,0.0431788769767267,49.662158232761,49.6828477844983,0.000350896545371114,0.000375065461357366,0.387652814712992,0.262923494035242,0.00198428207595739,0.00243341338603557
4,55,0.486700301580135,6415.49275476981,0.000644579733177999,1.17614300068377,9.22516347812344,7.15452561564161,2.4967715185321,1.40328808246115,37.8941445582736,39.0941478541079,0.759044036108749,0.245535954482988,11.5764849060773,6.73583964942635,3.52324037515321,1.17614300068377
20,55,0.996376953005776,326.831169219064,0.139868894818545,0.0406517463901662,26.390650615302,20.4671262713692,0.411135391517946,0.0200721025471746,45.9475796092617,51.4958739208793,0.0142908239304968,0.00557654820728111,2.25092646840969,0.190885655675595,0.0740826262606563,0.0406517463901662
23,55,0.819602483783245,4753.34182334068,0.00291686377390612,0.614688247685507,6.01047731344226,4.66139317788686,0.491707180561944,0.914285369080524,46.3091109767382,45.1151262388485,0.0224618449989766,0.10953812626091,2.8139100035882,5.02902561264941,0.118138939241687,0.614688247685507
16,55,1.22807660934107,2143.65208816799,0.0101768257574186,0.720280123966534,21.1161789338469,16.3765383009199,0.623245802688445,0.962799555230206,44.4084774991345,45.8898716089614,0.0353159043043639,0.125569535567674,3.38673404336894,5.41710128194827,0.177535471947932,0.720280123966534
3,55,0.430744152786171,6647.73016910265,0.000539226535120131,0.996228708609517,8.54142113338663,6.6242527132452,2.6915129000144,1.29928003077651,37.4385693771086,38.959896380272,0.884158390858311,0.209515388986519,12.3225725663842,6.22431062682973,4.05842251230504,0.996228708609517
7,55,0.688162684934393,5244.23051489729,0.00142352477802847,2.2054440381641,12.4177564362799,9.63052380555323,1.45343097699466,1.88893016970513,40.4521763645929,39.7394282115429,0.246720507512545,0.449137740759767,7.23074287329747,9.16840715066615,1.20380201109355,2.2054440381641
18,55,1.15563300536623,448.176781383481,0.0910033218890152,0.0649152991771959,25.6934826477865,19.9264414268955,0.444058881106858,0.151305471758657,45.7540736813683,50.665246977536,0.0167892696142102,0.00939692051399683,2.43473737196069,0.994282123791767,0.0867445475598933,0.0649152991771959
